location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Colombia,3,0.01098546042003231,6190.0,906.0,68.0,16.0
Colombia,4,0.0417781011562967,101704.0,5601.0,4249.0,277.0
Colombia,5,0.03652070034578456,492214.0,22876.0,17976.0,646.0
Colombia,6,0.032801270170020415,1745908.0,68463.0,57268.0,2395.0
Colombia,7,0.03444616482886772,5680255.0,197662.0,195663.0,6771.0
Colombia,8,0.032362619387659684,14415644.0,319586.0,466528.0,9557.0
Colombia,9,0.03177530498686755,21951355.0,214585.0,697511.0,6336.0
Colombia,10,0.030255493916246615,29377177.0,244505.0,888821.0,5316.0
Colombia,11,0.028441617406222065,35993382.0,242622.0,1023710.0,5452.0
Colombia,12,0.027065561413224352,45578807.0,325969.0,1233616.0,6447.0
Comoros,4,0.0,1.0,1.0,0.0,0.0
Comoros,5,0.027777777777777776,1116.0,105.0,31.0,2.0
Comoros,6,0.019627579265223957,5961.0,197.0,117.0,5.0
Comoros,7,0.021205902472393238,10233.0,75.0,217.0,0.0
Comoros,8,0.01724960254372019,12580.0,45.0,217.0,0.0
Comoros,9,0.015148236312486475,13863.0,56.0,210.0,0.0
Comoros,10,0.013903126601742696,15608.0,66.0,217.0,0.0
Comoros,11,0.012044046799724708,17436.0,66.0,210.0,0.0
Comoros,12,0.010928428550519589,20497.0,212.0,224.0,3.0
Congo,3,0.0,97.0,19.0,0.0,0.0
Congo,4,0.04591985960807254,3419.0,201.0,157.0,9.0
Congo,5,0.03527467988434531,12105.0,391.0,427.0,11.0
Congo,6,0.03267871170463472,25460.0,476.0,832.0,17.0
Congo,7,0.020401483744272312,73328.0,2113.0,1496.0,17.0
Congo,8,0.018100984439504603,116513.0,779.0,2109.0,24.0
Congo,9,0.018962075848303395,146292.0,1110.0,2774.0,11.0
Congo,10,0.01761283024056701,159997.0,201.0,2818.0,3.0
Congo,11,0.016771488469601678,165519.0,484.0,2776.0,2.0
Congo,12,0.01593046275674338,193968.0,1333.0,3090.0,14.0
Costa Rica,3,0.008034817542684968,2987.0,347.0,24.0,2.0
Costa Rica,4,0.006828613007948058,17866.0,372.0,122.0,4.0
Costa Rica,5,0.009738921976252013,26697.0,337.0,260.0,4.0
Costa Rica,6,0.006104357070594489,58319.0,2403.0,356.0,6.0
Costa Rica,7,0.00588946035356146,309536.0,14361.0,1823.0,134.0
Costa Rica,8,0.010280256293358426,890542.0,23467.0,9155.0,286.0
Costa Rica,9,0.011040946237773292,1771225.0,34473.0,19556.0,468.0
Costa Rica,10,0.012375999578090923,2901099.0,34211.0,35904.0,481.0
Costa Rica,11,0.01251254722025355,3734891.0,29667.0,46733.0,341.0
Costa Rica,12,0.012640856479116567,4796194.0,29683.0,60628.0,459.0
Cote d'Ivoire,3,0.0028544243577545195,1051.0,179.0,3.0,1.0
Cote d'Ivoire,4,0.010795834527562817,20934.0,1096.0,226.0,13.0
Cote d'Ivoire,5,0.012240756009386693,63068.0,1558.0,772.0,19.0
Cote d'Ivoire,6,0.008152818739618293,176994.0,6666.0,1443.0,35.0
Cote d'Ivoire,7,0.006476539511253957,412566.0,6548.0,2672.0,34.0
Cote d'Ivoire,8,0.006384688850434503,528765.0,2020.0,3376.0,15.0
Cote d'Ivoire,9,0.006271501415637457,571474.0,1657.0,3584.0,3.0
Cote d'Ivoire,10,0.005982773819904639,627301.0,992.0,3753.0,6.0
Cote d'Ivoire,11,0.006111716266470194,629774.0,615.0,3849.0,6.0
Cote d'Ivoire,12,0.006116737483479777,675687.0,1159.0,4133.0,5.0
Croatia,2,0.0,18.0,6.0,0.0,0.0
Croatia,3,0.005621486570893191,6404.0,861.0,36.0,6.0
Croatia,4,0.021008741892599606,49646.0,1209.0,1043.0,63.0
Croatia,5,0.04222561423078052,68134.0,170.0,2877.0,34.0
Croatia,6,0.045186333195888016,70331.0,531.0,3178.0,4.0
Croatia,7,0.03051013131855365,124811.0,2362.0,3808.0,38.0
Croatia,8,0.023569953025723133,217353.0,5130.0,5123.0,41.0
Croatia,9,0.01675683093657684,415353.0,6324.0,6960.0,94.0
Croatia,10,0.013923027711370753,831572.0,32723.0,11578.0,266.0
Croatia,11,0.012707984512348263,2599232.0,79126.0,33031.0,1240.0
Croatia,12,0.01611284825026358,5539120.0,82395.0,89251.0,2134.0
Cuba,3,0.027450980392156862,1020.0,186.0,28.0,6.0
Cuba,4,0.03388631181696674,25438.0,1315.0,862.0,55.0
Cuba,5,0.04194907813871818,56950.0,544.0,2389.0,22.0
Cuba,6,0.037476456717436116,67429.0,296.0,2527.0,3.0
Cuba,7,0.03542191228232068,75857.0,267.0,2687.0,1.0
Cuba,8,0.026963292113699924,102621.0,1424.0,2767.0,7.0
Cuba,9,0.02272602060492535,145208.0,1565.0,3300.0,28.0
Cuba,10,0.02014594898022828,192396.0,1290.0,3876.0,6.0
Cuba,11,0.017228238015138772,228288.0,1397.0,3933.0,7.0
Cuba,12,0.01400451231076088,305830.0,3579.0,4283.0,11.0
Cyprus,2,,0.0,0.0,0.0,0.0
Cyprus,3,0.019626615605552896,2089.0,262.0,41.0,8.0
Cyprus,4,0.0178373475763378,19846.0,588.0,354.0,7.0
Cyprus,5,0.01793753766528413,28209.0,94.0,506.0,2.0
Cyprus,6,0.018661036572907443,29366.0,54.0,548.0,2.0
Cyprus,7,0.01839647687166193,32017.0,116.0,589.0,0.0
Cyprus,8,0.014744271487962873,41372.0,374.0,610.0,1.0
Cyprus,9,0.013809996410245582,47357.0,267.0,654.0,2.0
Cyprus,10,0.009132585354083726,82890.0,2611.0,757.0,4.0
Cyprus,11,0.005087026736048807,222920.0,6199.0,1134.0,23.0
Cyprus,12,0.005250414374858793,500151.0,11454.0,2626.0,70.0
Czechia,2,,0.0,0.0,0.0,0.0
Czechia,3,0.004233374384236453,25984.0,3308.0,110.0,31.0
Czechia,4,0.024902038575877306,184001.0,4374.0,4582.0,205.0
Czechia,5,0.03429171150548142,262979.0,1586.0,9018.0,84.0
Czechia,6,0.03253445235133441,307889.0,2686.0,10017.0,29.0
Czechia,7,0.02587627860761198,430742.0,4620.0,11146.0,33.0
Czechia,8,0.019774177587356237,628547.0,8044.0,12429.0,42.0
Czechia,9,0.011476217815118836,1304611.0,46145.0,14972.0,231.0
Czechia,10,0.008683116405457297,5443207.0,264339.0,47264.0,2596.0
Czechia,11,0.013508955457892512,13617115.0,188196.0,183953.0,5044.0
Czechia,12,0.016400432439445885,18743896.0,195363.0,307408.0,3285.0
Democratic Republic of Congo,3,0.06386292834890965,642.0,98.0,41.0,8.0
Democratic Republic of Congo,4,0.07628197708068063,8639.0,474.0,659.0,23.0
Democratic Republic of Congo,5,0.033756324127063114,48228.0,2498.0,1628.0,41.0
Democratic Republic of Congo,6,0.022384243171297814,152518.0,3969.0,3414.0,98.0
Democratic Republic of Congo,7,0.0236486086616876,253461.0,2031.0,5994.0,45.0
Democratic Republic of Congo,8,0.024609445684299416,298422.0,1027.0,7344.0,43.0
Democratic Republic of Congo,9,0.025529801854907174,312145.0,562.0,7969.0,14.0
Democratic Republic of Congo,10,0.026443444816937906,340349.0,647.0,9000.0,35.0
Democratic Republic of Congo,11,0.026989470387912474,357658.0,1466.0,9653.0,26.0
Democratic Republic of Congo,12,0.02785123949187171,465473.0,4886.0,12964.0,258.0
Denmark,2,0.0,5.0,3.0,0.0,0.0
Denmark,3,0.01656377972006601,32722.0,3036.0,542.0,90.0
Denmark,4,0.04467272914855046,203547.0,6317.0,9093.0,362.0
Denmark,5,0.04910838139199934,338822.0,2513.0,16639.0,122.0
Denmark,6,0.04785359216644169,373368.0,1099.0,17867.0,31.0
Denmark,7,0.04561939945791093,414692.0,1060.0,18918.0,10.0
Denmark,8,0.0391818072532188,490789.0,3382.0,19230.0,9.0
Denmark,9,0.028966064200892153,658184.0,11069.0,19065.0,26.0
Denmark,10,0.01894212903653509,1116242.0,18384.0,21144.0,71.0
Denmark,11,0.012029110259018703,1916850.0,34139.0,23058.0,116.0
Denmark,12,0.008313913057326532,3767540.0,83114.0,31323.0,461.0
Djibouti,3,0.0,125.0,30.0,0.0,0.0
Djibouti,4,0.0025179635202358286,16283.0,1059.0,41.0,2.0
Djibouti,5,0.004497364249640579,54254.0,2265.0,244.0,22.0
Djibouti,6,0.009154668502644263,132173.0,1328.0,1210.0,30.0
Djibouti,7,0.011373174143596083,153695.0,402.0,1748.0,4.0
Djibouti,8,0.011102457754514336,165639.0,303.0,1839.0,2.0
Djibouti,9,0.011268214373919486,161960.0,29.0,1825.0,1.0
Djibouti,10,0.011147069399496584,169641.0,145.0,1891.0,0.0
Djibouti,11,0.010816561751928362,169185.0,118.0,1830.0,0.0
Djibouti,12,0.010601083093206561,178378.0,152.0,1891.0,0.0
Dominica,3,0.0,79.0,12.0,0.0,0.0
Dominica,4,0.0,460.0,4.0,0.0,0.0
Dominica,5,0.0,496.0,0.0,0.0,0.0
Dominica,6,0.0,538.0,2.0,0.0,0.0
Dominica,7,0.0,558.0,0.0,0.0,0.0
Dominica,8,0.0,576.0,2.0,0.0,0.0
Dominica,9,0.0,718.0,10.0,0.0,0.0
Dominica,10,0.0,1061.0,20.0,0.0,0.0
Dominica,11,0.0,2033.0,35.0,0.0,0.0
Dominica,12,0.0,2696.0,3.0,0.0,0.0
Dominican Republic,3,0.035830618892508145,6140.0,1109.0,220.0,51.0
Dominican Republic,4,0.04789014249732602,115932.0,5863.0,5552.0,250.0
Dominican Republic,5,0.03448981272632113,376401.0,10313.0,12982.0,201.0
Dominican Republic,6,0.025491646374739944,721962.0,15283.0,18404.0,245.0
Dominican Republic,7,0.018891640329291696,1543434.0,37081.0,29158.0,413.0
Dominican Republic,8,0.01693408971000324,2630788.0,25066.0,44550.0,550.0
Dominican Republic,9,0.018841719377672927,3143556.0,17494.0,59230.0,395.0
Dominican Republic,10,0.018192789154084135,3727191.0,14809.0,67808.0,140.0
Dominican Republic,11,0.01700709849223001,4036491.0,16970.0,68649.0,86.0
Dominican Republic,12,0.015122419488450778,4864830.0,26797.0,73568.0,83.0
Ecuador,3,0.025684619588317446,16469.0,2240.0,423.0,75.0
Ecuador,4,0.039189067165689484,321161.0,22694.0,12586.0,825.0
Ecuador,5,0.07467400618275861,1029314.0,14164.0,76863.0,2458.0
Ecuador,6,0.0831134223235612,1429745.0,17334.0,118831.0,1169.0
Ecuador,7,0.07238642780978294,2217004.0,28923.0,160481.0,1175.0
Ecuador,8,0.060747199523350386,3121790.0,28412.0,189640.0,854.0
Ecuador,9,0.08283600573004049,3678159.0,23280.0,304684.0,4799.0
Ecuador,10,0.08043276387443594,4714534.0,31145.0,379203.0,1315.0
Ecuador,11,0.07221089824497859,5411330.0,24493.0,390757.0,791.0
Ecuador,12,0.0681977912124228,6306084.0,19827.0,430061.0,573.0
Egypt,2,0.0,16.0,1.0,0.0,0.0
Egypt,3,0.04733893557422969,7140.0,709.0,338.0,46.0
Egypt,4,0.07215839589379512,83386.0,4827.0,6017.0,346.0
Egypt,5,0.04838450171166332,403993.0,19448.0,19547.0,567.0
Egypt,6,0.038923209133615806,1406847.0,43326.0,54759.0,1994.0
Egypt,7,0.04789501352475077,2615575.0,25767.0,125273.0,1852.0
Egypt,8,0.053278663860977994,2991066.0,4861.0,159360.0,616.0
Egypt,9,0.056162877940266684,3038840.0,4259.0,170670.0,509.0
Egypt,10,0.05797866619436616,3263459.0,4357.0,189211.0,336.0
Egypt,11,0.05806280242134724,3339298.0,8356.0,193889.0,384.0
Egypt,12,0.05659714512887647,3859859.0,22151.0,218457.0,981.0
El Salvador,3,0.00641025641025641,156.0,32.0,1.0,1.0
El Salvador,4,0.03393962122632665,5333.0,363.0,181.0,9.0
El Salvador,5,0.01960641752702244,41262.0,2122.0,809.0,36.0
El Salvador,6,0.021484884023977066,122784.0,3921.0,2638.0,128.0
El Salvador,7,0.027424133467567956,347650.0,10194.0,9534.0,274.0
El Salvador,8,0.026952246237247388,692113.0,9097.0,18654.0,269.0
El Salvador,9,0.02896273725639561,819156.0,3348.0,23725.0,126.0
El Salvador,10,0.029153926459604775,969372.0,4749.0,28261.0,132.0
El Salvador,11,0.028622004854280344,1095940.0,5115.0,31368.0,139.0
El Salvador,12,0.02878293279278883,1318177.0,7301.0,37941.0,213.0
Equatorial Guinea,3,0.0,130.0,12.0,0.0,0.0
Equatorial Guinea,4,0.003139169863969306,2867.0,303.0,9.0,1.0
Equatorial Guinea,5,0.010026554344840215,21842.0,991.0,219.0,11.0
Equatorial Guinea,6,0.014171605256377222,46572.0,695.0,660.0,20.0
Equatorial Guinea,7,0.016624774460007718,95881.0,2820.0,1594.0,51.0
Equatorial Guinea,8,0.017060976580112987,150812.0,120.0,2573.0,0.0
Equatorial Guinea,9,0.01660276712785464,149975.0,89.0,2490.0,0.0
Equatorial Guinea,10,0.016380292718950338,157079.0,58.0,2573.0,0.0
Equatorial Guinea,11,0.01656619635700088,153445.0,65.0,2542.0,2.0
Equatorial Guinea,12,0.016364887398416822,161321.0,124.0,2640.0,1.0
Eritrea,3,0.0,65.0,15.0,0.0,0.0
Eritrea,4,0.0,1027.0,24.0,0.0,0.0
Eritrea,5,0.0,1209.0,0.0,0.0,0.0
Eritrea,6,0.0,3083.0,164.0,0.0,0.0
Eritrea,7,0.0,7490.0,76.0,0.0,0.0
Eritrea,8,0.0,9178.0,40.0,0.0,0.0
Eritrea,9,0.0,10664.0,56.0,0.0,0.0
Eritrea,10,0.0,13346.0,88.0,0.0,0.0
Eritrea,11,0.0,15545.0,114.0,0.0,0.0
Eritrea,12,0.0004844765634462433,24769.0,743.0,12.0,3.0
Estonia,2,0.0,3.0,1.0,0.0,0.0
Estonia,3,0.0019047619047619048,7350.0,744.0,14.0,4.0
Estonia,4,0.023810103469263544,41075.0,944.0,978.0,48.0
Estonia,5,0.03459685483137897,55005.0,180.0,1903.0,16.0
Estonia,6,0.03521498510004257,58725.0,120.0,2068.0,1.0
Estonia,7,0.03420101691663202,62542.0,75.0,2139.0,0.0
Estonia,8,0.02872329551262394,68481.0,311.0,1967.0,-5.0
Estonia,9,0.02286068081965066,83987.0,996.0,1920.0,0.0
Estonia,10,0.017098705077146878,125799.0,1534.0,2151.0,9.0
Estonia,11,0.010553937064815389,241995.0,7403.0,2554.0,45.0
Estonia,12,0.008384550499010462,612913.0,15682.0,5139.0,111.0
Eswatini,3,0.0,75.0,9.0,0.0,0.0
Eswatini,4,0.017793594306049824,843.0,91.0,15.0,1.0
Eswatini,5,0.009287925696594427,6137.0,185.0,57.0,1.0
Eswatini,6,0.009504498796096819,15782.0,527.0,150.0,9.0
Eswatini,7,0.013880363542759837,50503.0,1836.0,701.0,30.0
Eswatini,8,0.018902006879742788,115702.0,1929.0,2187.0,50.0
Eswatini,9,0.019761044372822868,153585.0,905.0,3035.0,18.0
Eswatini,10,0.019952173301448866,177725.0,435.0,3546.0,8.0
Eswatini,11,0.019346735034555508,183907.0,502.0,3558.0,5.0
Eswatini,12,0.019159075721872473,227464.0,2939.0,4358.0,83.0
Ethiopia,3,0.0,203.0,26.0,0.0,0.0
Ethiopia,4,0.028537920250195466,2558.0,105.0,73.0,3.0
Ethiopia,5,0.012448132780082987,12773.0,1041.0,159.0,8.0
Ethiopia,6,0.01578695582841652,106607.0,4674.0,1683.0,92.0
Ethiopia,7,0.016617820045058518,300942.0,11684.0,5001.0,171.0
Ethiopia,8,0.01684030055369899,998557.0,34601.0,16816.0,535.0
Ethiopia,9,0.01579917372576185,1964723.0,23237.0,31041.0,389.0
Ethiopia,10,0.015323611476860167,2703736.0,20801.0,41431.0,271.0
Ethiopia,11,0.01540700977188575,3089373.0,13905.0,47598.0,237.0
Ethiopia,12,0.015467488737989676,3653211.0,14190.0,56506.0,217.0
Europe,1,0.0,57.0,17.0,0.0,0.0
Europe,2,0.019934102141680395,6070.0,1489.0,121.0,31.0
Europe,3,0.05604393899583418,4060903.0,463735.0,227589.0,31102.0
Europe,4,0.09371482733719977,28646182.0,892559.0,2684572.0,104037.0
Europe,5,0.09367047856389062,52451659.0,602012.0,4913172.0,37513.0
Europe,6,0.0825738341024482,65916898.0,449425.0,5443011.0,15556.0
Europe,7,0.07363852063482369,81604138.0,462269.0,6009208.0,10339.0
Europe,8,0.06306267315485345,100046647.0,769243.0,6309209.0,9689.0
Europe,9,0.04994267803868323,129182600.0,1450608.0,6451725.0,14854.0
Europe,10,0.03411843530509239,218061143.0,4870920.0,7439905.0,43304.0
Europe,11,0.02344243813531806,420986970.0,7381951.0,9868961.0,128957.0
Europe,12,0.022993245283275867,639162407.0,6462919.0,14696418.0,150105.0
European Union,1,0.0,53.0,13.0,0.0,0.0
European Union,2,0.02268041237113402,5335.0,1392.0,121.0,31.0
European Union,3,0.06008233844597197,3518405.0,396308.0,211394.0,28037.0
European Union,4,0.09591734259046618,22533975.0,591740.0,2161399.0,76379.0
European Union,5,0.10935075278183944,33740984.0,171083.0,3689602.0,21913.0
European Union,6,0.10674191305032427,36581160.0,117171.0,3904743.0,6774.0
European Union,7,0.09971247018950635,41895482.0,173538.0,4177502.0,3002.0
European Union,8,0.08324080409640859,51423386.0,475381.0,4280524.0,3919.0
European Union,9,0.06013575815770879,71566970.0,999760.0,4303734.0,7848.0
European Union,10,0.037168292392938146,131628350.0,3467767.0,4892401.0,26677.0
European Union,11,0.023464551069298453,280975203.0,5226912.0,6592957.0,92886.0
European Union,12,0.023600520583236372,423090074.0,3925325.0,9985146.0,103184.0
Fiji,1,,0.0,0.0,0.0,0.0
Fiji,2,,0.0,0.0,0.0,0.0
Fiji,3,0.0,47.0,5.0,0.0,0.0
Fiji,4,0.0,464.0,13.0,0.0,0.0
Fiji,5,0.0,558.0,0.0,0.0,0.0
Fiji,6,0.0,540.0,0.0,0.0,0.0
Fiji,7,0.00130718954248366,765.0,9.0,1.0,1.0
Fiji,8,0.04205607476635514,856.0,1.0,36.0,1.0
Fiji,9,0.0635593220338983,944.0,4.0,60.0,0.0
Fiji,10,0.061630218687872766,1006.0,2.0,62.0,0.0
Fiji,11,0.056338028169014086,1065.0,8.0,60.0,0.0
Fiji,12,0.04412811387900356,1405.0,7.0,62.0,0.0
Finland,1,0.0,3.0,1.0,0.0,0.0
Finland,2,0.0,34.0,2.0,0.0,0.0
Finland,3,0.005156179943207293,13382.0,1415.0,69.0,17.0
Finland,4,0.028781679450705217,99473.0,3577.0,2863.0,194.0
Finland,5,0.04608241743829185,190615.0,1864.0,8784.0,109.0
Finland,6,0.04590481929979849,212396.0,355.0,9750.0,8.0
Finland,7,0.04489351670287348,226937.0,218.0,10188.0,1.0
Finland,8,0.04294789920161757,240361.0,654.0,10323.0,7.0
Finland,9,0.03833387961466445,265431.0,1906.0,10175.0,8.0
Finland,10,0.026871253777183336,403740.0,6121.0,10849.0,14.0
Finland,11,0.018745348860596554,596628.0,8799.0,11184.0,41.0
Finland,12,0.015143464672614428,973027.0,11195.0,14735.0,162.0
France,1,0.0,30.0,5.0,0.0,0.0
France,2,0.0407725321888412,466.0,95.0,19.0,2.0
France,3,0.05227264927513495,407938.0,52178.0,21324.0,3524.0
France,4,0.14077838301383638,3456319.0,116583.0,486575.0,20823.0
France,5,0.15093285790046862,5602193.0,22114.0,845555.0,4456.0
France,6,0.14919777229511552,5922508.0,13269.0,883625.0,1041.0
France,7,0.14044649646162075,6640187.0,22995.0,932591.0,422.0
France,8,0.11576691901553392,8150489.0,93921.0,943557.0,378.0
France,9,0.06872594713536867,13600511.0,284733.0,934708.0,1332.0
France,10,0.036290084349912634,28773948.0,808471.0,1044209.0,4849.0
France,11,0.02269450010166039,59733195.0,862510.0,1355615.0,15992.0
France,12,0.023954524579788004,76678082.0,400792.0,1836787.0,11940.0
Gabon,3,0.13953488372093023,86.0,16.0,12.0,1.0
Gabon,4,0.014488087572440437,3106.0,260.0,45.0,2.0
Gabon,5,0.007826831356243121,40885.0,2379.0,320.0,14.0
Gabon,6,0.007302123271151623,120239.0,2739.0,878.0,25.0
Gabon,7,0.00735147515170725,195607.0,1958.0,1438.0,7.0
Gabon,8,0.0063676874490466275,252682.0,1181.0,1609.0,4.0
Gabon,9,0.006158085759041802,259821.0,233.0,1600.0,1.0
Gabon,10,0.006100487166436414,275060.0,202.0,1678.0,1.0
Gabon,11,0.006329206812794905,272546.0,246.0,1725.0,5.0
Gabon,12,0.006677468960606029,290679.0,357.0,1941.0,4.0
Gambia,3,0.2571428571428571,35.0,4.0,9.0,1.0
Gambia,4,0.12875536480686695,233.0,7.0,30.0,0.0
Gambia,5,0.045588235294117645,680.0,14.0,31.0,0.0
Gambia,6,0.040354330708661415,1016.0,24.0,41.0,1.0
Gambia,7,0.029544429409111412,4434.0,449.0,131.0,7.0
Gambia,8,0.030306237651707594,56688.0,2465.0,1718.0,87.0
Gambia,9,0.030876151343274778,101729.0,616.0,3141.0,16.0
Gambia,10,0.03231984677998564,112779.0,93.0,3645.0,7.0
Gambia,11,0.03288437834579431,111147.0,70.0,3655.0,4.0
Gambia,12,0.032549451111850355,117237.0,55.0,3816.0,1.0
Georgia,2,0.0,4.0,1.0,0.0,0.0
Georgia,3,0.0,1256.0,109.0,0.0,0.0
Georgia,4,0.010648100747414764,9767.0,429.0,104.0,6.0
Georgia,5,0.016196072810663608,20931.0,244.0,339.0,6.0
Georgia,6,0.015789879072633444,25966.0,145.0,410.0,3.0
Georgia,7,0.015039007425509916,31917.0,240.0,480.0,2.0
Georgia,8,0.013212100528971553,41023.0,319.0,542.0,2.0
Georgia,9,0.0072221799236450255,91939.0,4705.0,664.0,20.0
Georgia,10,0.00743815345442496,573395.0,32744.0,4265.0,268.0
Georgia,11,0.00896179801111464,2505524.0,96648.0,22454.0,960.0
Georgia,12,0.009966008451662865,5970896.0,91836.0,59506.0,1238.0
Germany,1,0.0,18.0,5.0,0.0,0.0
Germany,2,0.0,561.0,74.0,0.0,0.0
Germany,3,0.006589830646792898,588179.0,71729.0,3876.0,775.0
Germany,4,0.029234641795114032,3942925.0,91201.0,115270.0,5848.0
Germany,5,0.04476792226706327,5427815.0,20401.0,242992.0,1917.0
Germany,6,0.04660414244152726,5670762.0,12008.0,264281.0,450.0
Germany,7,0.04492521163739516,6265079.0,14981.0,281460.0,157.0
Germany,8,0.04074887970831062,7024733.0,34403.0,286250.0,156.0
Germany,9,0.03507873912213852,8023521.0,48111.0,281455.0,192.0
Germany,10,0.026142873251465155,11653042.0,238877.0,304644.0,988.0
Germany,11,0.016009290858410685,24564361.0,538122.0,393258.0,6211.0
Germany,12,0.01729374478086846,44141683.0,690608.0,763375.0,17097.0
Ghana,3,0.03315881326352531,1146.0,161.0,38.0,5.0
Ghana,4,0.010570560572641392,24029.0,1913.0,254.0,12.0
Ghana,5,0.00498228857172369,164583.0,5996.0,820.0,19.0
Ghana,6,0.005443270493859462,370733.0,9671.0,2018.0,76.0
Ghana,7,0.005419050661709893,826344.0,17760.0,4478.0,70.0
Ghana,8,0.0056195985427927335,1296178.0,8797.0,7284.0,94.0
Ghana,9,0.006377583652334342,1368073.0,2328.0,8725.0,25.0
Ghana,10,0.00655507999939968,1465886.0,1429.0,9609.0,19.0
Ghana,11,0.00642641498373245,1501148.0,3612.0,9647.0,3.0
Ghana,12,0.006175548798095696,1651837.0,3104.0,10201.0,12.0
Greece,2,0.0,12.0,4.0,0.0,0.0
Greece,3,0.02530417257594984,13397.0,1310.0,339.0,49.0
Greece,4,0.04801218962327223,64317.0,1277.0,3088.0,91.0
Greece,5,0.05739488794221152,86384.0,326.0,4958.0,35.0
Greece,6,0.05868215501702383,94867.0,492.0,5567.0,17.0
Greece,7,0.05017708101146692,121131.0,1068.0,6078.0,14.0
Greece,8,0.031977554562376914,222406.0,5840.0,7112.0,60.0
Greece,9,0.02288066270470838,424201.0,8158.0,9706.0,125.0
Greece,10,0.019236133943071207,802968.0,20776.0,15446.0,235.0
Greece,11,0.017089742543964632,2243451.0,66020.0,38340.0,1780.0
Greece,12,0.030191638710497022,3904326.0,33579.0,117878.0,2432.0
Grenada,3,0.0,52.0,9.0,0.0,0.0
Grenada,4,0.0,429.0,11.0,0.0,0.0
Grenada,5,0.0,674.0,3.0,0.0,0.0
Grenada,6,0.0,690.0,0.0,0.0,0.0
Grenada,7,0.0,715.0,1.0,0.0,0.0
Grenada,8,0.0,744.0,0.0,0.0,0.0
Grenada,9,0.0,720.0,0.0,0.0,0.0
Grenada,10,0.0,802.0,4.0,0.0,0.0
Grenada,11,0.0,1051.0,13.0,0.0,0.0
Grenada,12,0.0,2429.0,86.0,0.0,0.0
Guatemala,2,,0.0,0.0,0.0,0.0
Guatemala,3,0.04804804804804805,333.0,38.0,16.0,1.0
Guatemala,4,0.028036105032822757,7312.0,561.0,205.0,15.0
Guatemala,5,0.01964173944144735,67102.0,4488.0,1318.0,92.0
Guatemala,6,0.038686204479455255,329549.0,13009.0,12749.0,665.0
Guatemala,7,0.03978314312534896,1062083.0,31693.0,42253.0,1151.0
Guatemala,8,0.038105691765619766,1938713.0,24285.0,73876.0,836.0
Guatemala,9,0.03627120708500143,2495864.0,17672.0,90528.0,486.0
Guatemala,10,0.034749008645238104,3106103.0,16193.0,107934.0,483.0
Guatemala,11,0.03429672011997253,3454791.0,14123.0,118488.0,442.0
Guatemala,12,0.03457029396881622,4047232.0,15950.0,139914.0,642.0
Guinea,3,0.0,104.0,22.0,0.0,0.0
Guinea,4,0.005264807270448135,15955.0,1473.0,84.0,7.0
Guinea,5,0.005838477048105587,80843.0,2211.0,472.0,16.0
Guinea,6,0.005601213716142856,139077.0,1685.0,779.0,10.0
Guinea,7,0.006132783673053923,196485.0,1917.0,1205.0,13.0
Guinea,8,0.006183373765047102,261346.0,2101.0,1616.0,13.0
Guinea,9,0.006252738455659255,303547.0,1243.0,1898.0,7.0
Guinea,10,0.006135581241593142,350904.0,1420.0,2153.0,6.0
Guinea,11,0.005895386563266598,379110.0,1047.0,2235.0,4.0
Guinea,12,0.005873102628273356,417156.0,603.0,2450.0,5.0
Guinea-Bissau,3,0.0,26.0,8.0,0.0,0.0
Guinea-Bissau,4,0.0033003300330033004,1515.0,197.0,5.0,1.0
Guinea-Bissau,5,0.004940014114326041,26923.0,1051.0,133.0,7.0
Guinea-Bissau,6,0.010414553323865558,44361.0,398.0,462.0,16.0
Guinea-Bissau,7,0.013697686038698116,58039.0,327.0,795.0,2.0
Guinea-Bissau,8,0.0147002467924644,65237.0,224.0,959.0,8.0
Guinea-Bissau,9,0.016795053571689592,68413.0,119.0,1149.0,5.0
Guinea-Bissau,10,0.016955330264454553,74077.0,89.0,1256.0,2.0
Guinea-Bissau,11,0.017635712317442823,72580.0,28.0,1280.0,3.0
Guinea-Bissau,12,0.018123779876536697,75812.0,11.0,1374.0,1.0
Guyana,3,0.14893617021276595,141.0,12.0,21.0,2.0
Guyana,4,0.11715749039692702,1562.0,70.0,183.0,7.0
Guyana,5,0.08708874758086813,3617.0,71.0,315.0,3.0
Guyana,6,0.06669136717302705,5398.0,92.0,360.0,0.0
Guyana,7,0.05481511173464275,9979.0,168.0,547.0,8.0
Guyana,8,0.033827252729008425,24093.0,893.0,815.0,19.0
Guyana,9,0.0287221951615522,61590.0,1588.0,1769.0,41.0
Guyana,10,0.02944132637177902,112427.0,1268.0,3310.0,44.0
Guyana,11,0.028913398015313597,144708.0,1244.0,4184.0,27.0
Guyana,12,0.0263454882203971,185193.0,926.0,4879.0,13.0
Haiti,3,0.0,84.0,15.0,0.0,0.0
Haiti,4,0.063441712926249,1261.0,61.0,80.0,6.0
Haiti,5,0.0391379082374719,15126.0,1508.0,592.0,29.0
Haiti,6,0.01717608323669421,123311.0,4263.0,2118.0,69.0
Haiti,7,0.020149513295629428,209881.0,1531.0,4229.0,55.0
Haiti,8,0.023853619703263117,242437.0,831.0,5783.0,42.0
